,self_employed,no_employees,tech_company,IT_role,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,phys_health_interview,obs_consequence
791,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,Yes,No
792,0,100-500,1.0,,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No
793,0,100-500,1.0,,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No
794,0,26-100,1.0,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No
795,0,More than 1000,1.0,,Yes,Yes,I don't know,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,No
796,0,100-500,1.0,,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
797,1,,,,,,,,,,,,,,,
798,0,100-500,1.0,,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes
799,0,6-25,0.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,No,Maybe,No,I don't know,No
800,1,,,,,,,,,,,,,,,
801,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No
802,1,,,,,,,,,,,,,,,
803,0,6-25,1.0,,No,No,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,I don't know,No
804,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,Yes
805,0,More than 1000,1.0,,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No
806,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Yes,Yes,No,Yes,I don't know,No
807,0,26-100,0.0,1.0,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes
808,1,,,,,,,,,,,,,,,
809,0,100-500,1.0,,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,Yes
810,0,100-500,0.0,1.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,No
811,1,,,,,,,,,,,,,,,
812,0,1-5,1.0,,No,No,No,No,No,Very easy,No,Maybe,Maybe,No,I don't know,Yes
813,0,More than 1000,1.0,,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No
814,0,100-500,0.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No
815,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,No,No,Maybe,Yes,No,No
816,1,,,,,,,,,,,,,,,
817,0,6-25,1.0,,I don't know,I am not sure,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,No,I don't know,No
818,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Yes,No
819,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No
820,1,,,,,,,,,,,,,,,
821,0,26-100,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,I don't know,No
822,0,26-100,0.0,1.0,Yes,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No
823,1,,,,,,,,,,,,,,,
824,0,6-25,1.0,,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No
825,0,100-500,1.0,,Yes,I am not sure,I don't know,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No
826,0,More than 1000,1.0,,Yes,Yes,No,No,No,Very difficult,Maybe,No,No,No,No,No
827,0,100-500,1.0,,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
828,1,,,,,,,,,,,,,,,
829,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
830,0,500-1000,1.0,,I don't know,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,No
831,0,More than 1000,1.0,,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,No,No,I don't know,No
832,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
833,0,6-25,1.0,,Yes,No,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,Yes,No
834,0,26-100,1.0,,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
835,0,500-1000,1.0,,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No
836,0,26-100,1.0,,I don't know,No,No,No,I don't know,I don't know,No,No,Maybe,No,No,No
837,0,6-25,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No
838,0,6-25,1.0,,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,Yes,Yes
839,1,,,,,,,,,,,,,,,
840,1,,,,,,,,,,,,,,,
841,0,26-100,0.0,1.0,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No
842,0,6-25,1.0,,Yes,No,No,I don't know,Yes,Very difficult,No,No,No,Maybe,I don't know,No
843,1,,,,,,,,,,,,,,,
844,0,26-100,1.0,,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No
845,0,More than 1000,0.0,1.0,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No
846,0,100-500,1.0,,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,Maybe,Yes,Yes,No,Yes
847,0,6-25,1.0,,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No
848,0,More than 1000,0.0,1.0,I don't know,I am not sure,Yes,Yes,I don't know,Very difficult,Yes,No,No,No,I don't know,No
849,0,6-25,1.0,,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,No,Yes,No
850,1,,,,,,,,,,,,,,,
851,0,More than 1000,0.0,1.0,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,No
852,0,26-100,0.0,1.0,No,I am not sure,Yes,I don't know,Yes,Somewhat difficult,Yes,No,No,No,I don't know,No
853,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No
854,0,100-500,1.0,,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,No,Maybe,I don't know,No
855,0,6-25,1.0,,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No
856,1,,,,,,,,,,,,,,,
857,0,More than 1000,1.0,,Yes,I am not sure,Yes,No,Yes,Very difficult,Yes,No,Yes,No,No,Yes
858,0,6-25,1.0,,I don't know,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
859,0,6-25,1.0,,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
860,0,100-500,1.0,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No
861,0,100-500,1.0,,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No
862,0,More than 1000,0.0,1.0,No,,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No
863,0,More than 1000,0.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
864,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No
865,0,1-5,1.0,,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
866,0,100-500,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
867,1,,,,,,,,,,,,,,,
868,0,1-5,1.0,,Not eligible for coverage / N/A,,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
869,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Yes,No,No,No,No,No
870,0,26-100,1.0,,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Yes,Maybe,No,Maybe,No,No
871,1,,,,,,,,,,,,,,,
872,1,,,,,,,,,,,,,,,
873,1,,,,,,,,,,,,,,,
874,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Yes
875,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
876,0,More than 1000,1.0,,No,No,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
877,1,,,,,,,,,,,,,,,
878,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No
879,1,,,,,,,,,,,,,,,
880,0,6-25,1.0,,Not eligible for coverage / N/A,,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
881,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,No,Very easy,Yes,No,No,No,No,No
882,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No
883,0,More than 1000,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
884,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,No,Yes,No
885,1,,,,,,,,,,,,,,,
886,1,,,,,,,,,,,,,,,
887,1,,,,,,,,,,,,,,,
888,1,,,,,,,,,,,,,,,
889,0,26-100,0.0,1.0,I don't know,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
890,0,500-1000,0.0,1.0,I don't know,No,No,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No
891,1,,,,,,,,,,,,,,,
892,1,,,,,,,,,,,,,,,
893,0,1-5,1.0,,No,,No,No,No,Very easy,No,No,Yes,Yes,I don't know,No
894,1,,,,,,,,,,,,,,,
895,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,No,No
896,1,,,,,,,,,,,,,,,
897,1,,,,,,,,,,,,,,,
898,0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,Maybe,No,No
899,1,,,,,,,,,,,,,,,
900,1,,,,,,,,,,,,,,,
901,1,,,,,,,,,,,,,,,
902,1,,,,,,,,,,,,,,,
903,0,26-100,1.0,,No,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,I don't know,No
904,0,6-25,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Yes,I don't know,No
905,0,6-25,1.0,,I don't know,No,No,Yes,Yes,I don't know,No,No,No,Yes,Yes,Yes
906,0,500-1000,0.0,1.0,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No
907,1,,,,,,,,,,,,,,,
908,0,100-500,0.0,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No
909,1,,,,,,,,,,,,,,,
910,0,More than 1000,0.0,1.0,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No
911,0,1-5,1.0,,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,No
912,1,,,,,,,,,,,,,,,
913,0,6-25,1.0,,No,,No,No,I don't know,Somewhat easy,No,No,No,No,I don't know,No
914,1,,,,,,,,,,,,,,,
915,0,26-100,1.0,,Not eligible for coverage / N/A,I am not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
916,0,26-100,1.0,,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,No,Maybe,Yes,Yes,No
917,0,6-25,1.0,,No,No,No,No,No,I don't know,Maybe,No,No,No,No,No
918,1,,,,,,,,,,,,,,,
919,0,6-25,1.0,,No,,Yes,No,Yes,Very easy,No,No,Maybe,Maybe,I don't know,No
920,1,,,,,,,,,,,,,,,
921,1,,,,,,,,,,,,,,,
922,1,,,,,,,,,,,,,,,
923,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,Yes,No
924,0,26-100,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
925,1,,,,,,,,,,,,,,,
926,0,100-500,1.0,,I don't know,,I don't know,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
927,1,,,,,,,,,,,,,,,
928,0,500-1000,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,I don't know,No
929,0,6-25,1.0,,No,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No
930,0,1-5,1.0,,No,Yes,No,No,No,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
931,0,6-25,1.0,,Yes,Yes,Yes,Yes,No,Very easy,Maybe,No,Maybe,Yes,No,No
932,0,More than 1000,1.0,,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Yes,Maybe,No,No,I don't know,No
933,0,26-100,1.0,,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
934,0,6-25,1.0,,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,No,No
935,0,26-100,1.0,,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,I don't know,Yes
936,0,500-1000,1.0,,No,,I don't know,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
937,0,100-500,1.0,,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No
938,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No
939,0,26-100,0.0,1.0,No,,No,No,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No
940,1,,,,,,,,,,,,,,,
941,0,26-100,1.0,,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,I don't know,No
942,0,26-100,1.0,,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very easy,No,No,No,Maybe,Yes,No
943,0,500-1000,1.0,,Yes,No,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
944,0,500-1000,0.0,1.0,Yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,Yes,No
945,0,More than 1000,1.0,,I don't know,I am not sure,I don't know,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
946,1,,,,,,,,,,,,,,,
947,0,6-25,1.0,,I don't know,No,No,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
948,0,100-500,0.0,1.0,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,No,Yes
949,1,,,,,,,,,,,,,,,
950,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
951,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No
952,1,,,,,,,,,,,,,,,
953,0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Maybe,Yes,No
954,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No
955,0,100-500,1.0,,No,No,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,No
956,0,100-500,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,I don't know,No
957,1,,,,,,,,,,,,,,,
958,0,More than 1000,0.0,1.0,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,Maybe,No,No,I don't know,No
959,0,26-100,1.0,,Yes,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,I don't know,No
960,0,More than 1000,0.0,1.0,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Maybe,Maybe,I don't know,No
961,0,100-500,0.0,1.0,I don't know,No,No,I don't know,Yes,Somewhat easy,No,No,Yes,Maybe,No,No
962,1,,,,,,,,,,,,,,,
963,0,500-1000,0.0,1.0,Yes,I am not sure,No,No,I don't know,Very easy,No,No,Yes,Maybe,No,No
964,0,6-25,0.0,1.0,Yes,No,No,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No
965,0,26-100,0.0,1.0,Yes,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Yes,No,No
966,0,26-100,1.0,,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No
967,0,100-500,0.0,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,No
968,0,26-100,0.0,1.0,Yes,I am not sure,No,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,I don't know,No
969,0,26-100,1.0,,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,No,No
970,0,More than 1000,1.0,,Yes,Yes,No,Yes,I don't know,I don't know,Yes,Maybe,No,No,I don't know,Yes
971,0,More than 1000,1.0,,Yes,I am not sure,No,I don't know,Yes,Very easy,Maybe,No,Maybe,Yes,No,No
972,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,No
973,0,500-1000,1.0,,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes
974,0,More than 1000,0.0,1.0,No,,No,No,I don't know,Neither easy nor difficult,Yes,No,No,No,I don't know,Yes
975,0,26-100,1.0,,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No
976,0,6-25,1.0,,No,,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
977,0,100-500,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Yes,No,No,No,I don't know,No
978,0,100-500,1.0,,Yes,Yes,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,No
979,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,Maybe,Yes,No
980,0,100-500,1.0,,I don't know,I am not sure,Yes,No,Yes,I don't know,Maybe,No,Maybe,No,I don't know,Yes
981,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No
982,0,6-25,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Yes,No,Maybe,No,I don't know,No
983,1,,,,,,,,,,,,,,,
984,0,26-100,0.0,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,I don't know,No
985,0,100-500,1.0,,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
986,1,,,,,,,,,,,,,,,
987,0,100-500,1.0,,No,,No,Yes,I don't know,I don't know,Yes,No,Yes,Yes,No,Yes
988,0,1-5,1.0,,No,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No
989,1,,,,,,,,,,,,,,,
990,0,500-1000,1.0,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,Yes,No
991,0,More than 1000,1.0,,Yes,I am not sure,Yes,Yes,I don't know,Somewhat difficult,No,No,No,Maybe,Yes,No
992,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No
993,0,26-100,1.0,,Yes,No,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,No
994,0,500-1000,0.0,1.0,No,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
995,0,More than 1000,1.0,,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No
996,0,100-500,1.0,,I don't know,No,No,I don't know,Yes,Somewhat difficult,Maybe,No,No,No,No,No
997,0,100-500,1.0,,Yes,I am not sure,No,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No
998,0,26-100,0.0,1.0,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,I don't know,No
999,0,26-100,1.0,,No,No,No,No,I don't know,Somewhat easy,No,Maybe,No,Maybe,I don't know,No
1000,1,,,,,,,,,,,,,,,
1001,0,1-5,1.0,,No,,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
1002,0,100-500,1.0,,Yes,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,No
1003,0,More than 1000,1.0,,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,Yes,Yes
1004,0,100-500,1.0,,Yes,Yes,No,I don't know,Yes,Very easy,Maybe,Maybe,No,No,I don't know,No
1005,1,,,,,,,,,,,,,,,
1006,0,26-100,1.0,,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,No
1007,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No
1008,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
1009,0,100-500,1.0,,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No
1010,1,,,,,,,,,,,,,,,
1011,0,100-500,1.0,,I don't know,I am not sure,No,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,I don't know,No
1012,0,500-1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
1013,0,More than 1000,1.0,,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,No
1014,0,More than 1000,1.0,,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No
1015,0,100-500,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,I don't know,No
1016,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
1017,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,Yes,No
1018,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,Maybe,I don't know,No
1019,1,,,,,,,,,,,,,,,
1020,0,More than 1000,1.0,,Not eligible for coverage / N/A,No,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,Maybe,No,Yes
1021,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
1022,0,100-500,1.0,,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes
1023,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
1024,0,More than 1000,1.0,,I don't know,I am not sure,I don't know,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No
1025,0,More than 1000,1.0,,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,No,No,No
1026,0,6-25,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
1027,1,,,,,,,,,,,,,,,
1028,1,,,,,,,,,,,,,,,
1029,0,26-100,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Very difficult,No,No,Maybe,Yes,Yes,No
1030,0,More than 1000,0.0,1.0,Yes,No,No,Yes,I don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,No
1031,0,26-100,0.0,1.0,No,,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No
1032,0,100-500,0.0,1.0,Yes,Yes,No,Yes,Yes,I don't know,Yes,No,Maybe,Yes,I don't know,No
1033,1,,,,,,,,,,,,,,,
1034,0,More than 1000,1.0,,No,,No,I don't know,I don't know,Very difficult,Yes,No,No,No,No,Yes
1035,0,More than 1000,0.0,1.0,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No
1036,0,100-500,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No
1037,0,More than 1000,1.0,,Yes,I am not sure,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,No
1038,1,,,,,,,,,,,,,,,
1039,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
1040,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No
1041,1,,,,,,,,,,,,,,,
1042,0,26-100,1.0,,No,No,No,No,No,Very difficult,Yes,No,No,No,No,No
1043,0,100-500,1.0,,No,,No,No,No,I don't know,Yes,Maybe,No,No,No,No
1044,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Yes
1045,0,100-500,1.0,,No,,No,No,I don't know,Very difficult,Maybe,No,Yes,No,I don't know,No
1046,0,26-100,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,No
1047,1,,,,,,,,,,,,,,,
1048,0,26-100,1.0,,No,,No,No,I don't know,Very difficult,Yes,No,No,No,No,No
1049,1,,,,,,,,,,,,,,,
1050,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,No,No,Yes,No
1051,0,More than 1000,1.0,,No,No,No,No,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,Yes,No
1052,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No
1053,0,500-1000,1.0,,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,Yes,No
1054,1,,,,,,,,,,,,,,,
1055,0,1-5,1.0,,Not eligible for coverage / N/A,,No,I don't know,No,Somewhat easy,No,No,Yes,Yes,Yes,No
1056,0,100-500,1.0,,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No
1057,0,More than 1000,1.0,,Not eligible for coverage / N/A,,Yes,Yes,I don't know,Somewhat difficult,Yes,No,No,No,No,No
1058,1,,,,,,,,,,,,,,,
1059,0,More than 1000,0.0,1.0,Yes,No,No,Yes,Yes,I don't know,Yes,Yes,No,No,I don't know,No
1060,1,,,,,,,,,,,,,,,
1061,0,6-25,1.0,,No,,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No
1062,0,100-500,1.0,,Not eligible for coverage / N/A,,Yes,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No
1063,0,26-100,1.0,,I don't know,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
